2.500000000000000000e-01,3.419880620304503617e-15
2.800000000000000266e-01,3.767000459474255556e-15
3.099999999999999978e-01,4.114120298644006311e-15
3.400000000000000244e-01,4.461240137813757855e-15
3.800000000000000044e-01,4.921891044924075098e-15
4.299999999999999933e-01,5.470478825820284305e-15
4.799999999999999822e-01,6.019066606716492723e-15
5.300000000000000266e-01,6.567654387612702719e-15
5.899999999999999689e-01,7.212676336725065406e-15
6.600000000000000311e-01,7.940945816848969810e-15
7.299999999999999822e-01,8.669215296972874214e-15
8.100000000000000533e-01,9.501523274257336390e-15
9.000000000000000222e-01,1.041256733808729944e-14
1.010000000000000009e+00,1.149775463127845981e-14
1.120000000000000107e+00,1.258294192446962333e-14
1.250000000000000000e+00,1.386543599824099467e-14
1.389999999999999902e+00,1.519255143988049789e-14
1.540000000000000036e+00,1.659575674580378250e-14
1.719999999999999973e+00,1.827960311291172277e-14
1.909999999999999920e+00,2.005699650041454932e-14
2.129999999999999893e+00,2.201978997005159980e-14
2.370000000000000107e+00,2.414870900645426003e-14
2.629999999999999893e+00,2.645503796255713879e-14
2.930000000000000160e+00,2.910724825110970338e-14
3.259999999999999787e+00,3.188299466900969968e-14
3.629999999999999893e+00,3.499519519817030619e-14
4.040000000000000036e+00,3.844384983859151659e-14
4.500000000000000000e+00,4.226157500928016760e-14
5.009999999999999787e+00,4.632932233983236587e-14
5.570000000000000284e+00,5.079586842828183835e-14
6.200000000000000178e+00,5.582073277778749725e-14
6.900000000000000355e+00,6.127863644781885283e-14
7.679999999999999716e+00,6.717788018073815657e-14
8.550000000000000711e+00,7.375780588284048310e-14
9.519999999999999574e+00,8.109404488403500671e-14
1.058999999999999986e+01,8.868620404841475461e-14
1.178999999999999915e+01,9.733291146473653850e-14
1.311999999999999922e+01,1.069163455178265324e-13
1.459999999999999964e+01,1.175806179979567540e-13
1.625000000000000000e+01,1.291873297995693427e-13
1.808999999999999986e+01,1.414900629451714468e-13
2.012999999999999901e+01,1.551300496935563866e-13
2.239999999999999858e+01,1.703078780851416178e-13
2.494000000000000128e+01,1.872909988404836975e-13
2.775000000000000000e+01,2.060794119595825499e-13
3.089000000000000057e+01,2.257625755500776180e-13
3.438000000000000256e+01,2.476256587236373683e-13
3.825999999999999801e+01,2.719318944581393220e-13
4.257999999999999829e+01,2.989945074408838070e-13
4.739000000000000057e+01,3.291267223591710248e-13
5.275000000000000000e+01,3.607821925324758227e-13
5.871000000000000085e+01,3.943795383201898836e-13
6.534000000000000341e+01,4.317537669397443177e-13
7.271999999999999886e+01,4.733558494755378476e-13
8.093999999999999773e+01,5.196931283975193262e-13
9.007999999999999829e+01,5.709316008683430327e-13
1.002600000000000051e+02,6.259221019746455414e-13
1.115900000000000034e+02,6.871246930880449664e-13
1.241899999999999977e+02,7.551875922962386164e-13
1.382199999999999989e+02,8.309750903828225321e-13
1.538400000000000034e+02,9.153514781313925525e-13
1.712199999999999989e+02,1.003703000230786995e-12
1.905600000000000023e+02,1.097974899607662154e-12
2.120900000000000034e+02,1.202921848603738660e-12
2.360500000000000114e+02,1.319713715670436229e-12
2.627200000000000273e+02,1.449715347334410423e-12
2.923999999999999773e+02,1.593937129248754983e-12
3.254399999999999977e+02,1.746100671140939493e-12
3.621999999999999886e+02,1.915396427798224839e-12
4.031200000000000045e+02,2.103850790214332411e-12
4.486600000000000250e+02,2.313582258064516208e-12
4.993500000000000227e+02,2.540866090977524669e-12
5.557699999999999818e+02,2.786131396924400679e-12
6.185499999999999545e+02,3.059044475750080369e-12
6.884400000000000546e+02,3.362865678029896057e-12
7.662100000000000364e+02,3.700942297021185587e-12
8.527799999999999727e+02,4.077273696096354722e-12
9.491200000000000045e+02,4.487342377662995193e-12
1.056339999999999918e+03,4.845676524156242677e-12
1.175680000000000064e+03,5.244516265272678935e-12
1.308509999999999991e+03,5.688440203704855992e-12
1.456339999999999918e+03,6.157692661391086952e-12
1.620869999999999891e+03,6.586971372344855791e-12
1.803980000000000018e+03,7.064727555185339722e-12
2.007789999999999964e+03,7.622396832897875352e-12
2.234619999999999891e+03,8.270136528456207534e-12
2.487079999999999927e+03,8.991065698057480149e-12
2.768050000000000182e+03,9.793408519822787947e-12
3.080780000000000200e+03,1.058234118173107620e-11
3.428829999999999927e+03,1.145455974342595489e-11
3.816199999999999818e+03,1.234414113455741261e-11
4.247329999999999927e+03,1.305186070156207170e-11
4.727180000000000291e+03,1.383476908233276216e-11
5.261229999999999563e+03,1.470214231346483704e-11
5.855619999999999891e+03,1.566547220642443671e-11
6.517159999999999854e+03,1.673703462875197662e-11
7.253430000000000291e+03,1.792964469720905850e-11
8.072890000000000327e+03,1.924266871139809213e-11
8.984930000000000291e+03,2.070341778495227178e-11
1.000000000000000000e+04,2.222265201299551267e-11
