alt,pa0,pa5,pa10,pa15,pa20,pa25,pa30,pa35,pa40,pa45,pa50,pa55,pa60,pa65,pa70
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14,0.000,0.000,61.349,473.875,0.000,498.443,0.000,0.000,0.000,0.000,67.282,0.000,0.000,0.000,0.000
15,948.311,144.696,765.500,473.875,690.221,232.062,336.581,568.367,1102.612,153.422,662.651,328.755,249.443,0.000,901.200
16,2613.677,1919.634,1697.893,1189.629,1619.672,1410.374,1924.331,1193.102,1938.464,1713.891,886.506,1363.500,490.474,673.851,398.288
17,6228.753,8069.232,4264.467,3340.973,6718.550,6017.134,7103.637,5076.121,6564.709,2133.677,3947.357,3385.956,2878.293,3354.995,2238.122
18,15261.878,19733.436,17706.068,16487.493,19057.133,16957.170,8256.252,11795.202,15363.797,10411.617,12997.706,14517.564,9612.447,9045.941,6661.774
19,38125.052,34128.087,36741.221,30273.978,31295.279,34094.884,33510.655,28535.192,27602.298,24961.105,28690.945,23308.892,22532.729,25774.391,25018.054
20,75517.764,70389.969,77843.640,58390.684,66413.953,62754.919,67596.816,62526.862,62193.743,62167.767,57622.451,56359.774,53662.554,59109.772,48219.616
21,141330.533,124664.986,129699.108,129647.163,118943.927,121055.881,112873.677,113045.631,104934.454,111895.303,102682.872,87551.234,102229.503,84855.887,95315.460
22,201708.569,190893.357,203490.860,198189.616,204251.603,199581.399,189254.411,186771.026,188330.634,186807.764,184339.691,164023.836,144840.658,174745.012,168416.969
23,306786.038,304178.140,303828.071,293114.636,288056.226,299368.930,304848.166,275112.127,271779.827,272484.566,252855.437,248101.032,244702.891,235187.244,211175.262
24,427985.030,417449.701,436210.090,396804.819,410694.284,404262.080,393933.789,404106.763,372988.827,360056.663,365510.416,353055.758,345550.509,337658.123,320727.875
25,555920.802,533182.679,551547.517,514616.832,548962.311,527143.059,524476.263,505665.640,491065.863,477686.047,475459.550,461219.935,440864.209,438665.099,447222.037
26,683024.831,646035.250,666894.172,664095.707,654235.429,650193.166,609350.400,646527.886,614862.932,607014.273,590743.876,562067.692,563197.457,557561.675,540970.453
27,776122.849,765260.492,746665.511,743276.110,762284.453,757955.436,747685.973,710752.487,692775.022,717983.827,702316.009,685151.230,660418.390,631682.188,632976.776
28,842154.674,881708.770,834678.470,829029.364,845093.388,818451.651,813980.851,793531.932,742765.553,779829.677,735320.408,729427.948,749672.333,732612.867,681764.711
29,922047.547,892510.161,916479.212,913849.469,893065.354,906159.396,896519.642,840180.897,858378.058,867429.181,816101.430,823478.828,805966.479,786543.002,771460.328
30,960217.281,950236.118,928754.715,962897.661,961355.290,934501.897,914083.687,919072.878,920690.123,892331.705,885022.365,843551.040,849465.908,831015.590,818032.874
31,1000072.777,971715.219,974612.635,968755.926,985878.521,941950.303,943280.711,935736.225,915122.737,890148.809,911507.832,897151.062,864590.174,872058.455,824256.540
32,1012657.383,992161.091,1002729.137,967444.181,990060.807,961674.054,956378.853,943208.316,938807.566,904301.637,931929.680,914554.591,888940.295,857119.221,882235.652
33,1006503.629,1002545.862,1008107.464,992055.369,929566.176,985647.965,941367.348,944203.072,950212.214,937355.901,891648.422,887485.434,897137.924,819085.921,853138.392
34,979317.092,993037.507,980008.540,975452.451,1004205.161,947593.548,959763.184,971233.456,935863.739,893734.848,908911.109,905660.967,872842.458,836366.707,853469.702
35,996362.499,987275.286,991349.821,984546.385,961448.849,974768.216,989160.142,940089.987,904982.517,904840.542,944191.983,887800.688,874942.807,842537.659,842938.244
36,965353.606,965906.973,952846.716,944255.989,937351.581,939010.093,917336.580,925751.480,904198.488,893740.434,887844.592,853392.364,834853.079,875954.978,809747.516
37,951468.266,929580.962,941676.065,920321.702,898732.706,913930.780,934083.144,908698.067,882108.399,860030.944,858903.280,834648.543,864228.794,818891.150,771283.840
38,909499.634,926136.462,919088.819,901161.655,927094.026,930865.850,885608.100,866743.048,869171.912,890049.588,840020.488,821948.691,841598.580,801645.233,789691.884
