alt,pa0,pa5,pa10,pa15,pa20,pa25,pa30,pa35,pa40,pa45,pa50,pa55,pa60,pa65,pa70
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16,0.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.762,0.000,0.000,0.000,0.000,0.000,0.000
17,0.621,0.421,0.000,0.368,0.523,0.000,1.166,0.000,0.235,0.730,0.000,0.060,0.000,0.469,0.558
18,1.563,1.524,2.505,2.490,5.008,1.971,0.863,1.831,1.064,3.843,0.000,1.936,0.739,0.152,2.135
19,3.829,6.088,7.545,10.034,8.501,5.465,6.331,4.770,3.244,5.247,5.375,7.374,6.874,2.723,3.290
20,21.655,13.764,17.061,16.048,17.758,13.248,13.802,8.997,6.547,13.652,14.182,14.468,12.309,4.380,8.449
21,37.129,33.067,33.264,31.427,38.320,27.438,22.880,25.990,29.451,35.031,34.853,27.570,14.069,24.257,26.749
22,77.050,76.144,65.322,64.509,67.713,62.517,60.224,64.914,64.515,53.956,59.240,58.704,46.532,50.488,51.861
23,123.466,136.468,115.947,106.123,124.067,98.066,105.862,114.637,91.771,101.617,101.384,101.050,102.974,80.904,84.549
24,199.930,190.797,194.833,174.968,180.406,142.407,150.995,168.894,170.282,149.167,165.965,154.806,140.430,148.707,130.408
25,277.520,299.449,253.296,255.690,252.673,238.902,247.951,245.148,242.400,203.065,238.205,226.200,197.027,199.605,230.240
26,352.905,370.538,319.162,354.429,335.184,316.412,316.213,353.853,339.594,263.561,326.508,304.520,263.754,297.128,296.251
27,447.673,448.289,458.424,424.041,443.155,395.297,398.061,403.262,423.677,374.413,403.087,407.330,354.820,371.818,380.028
28,533.528,557.246,512.717,517.535,505.051,492.042,505.410,538.438,493.266,476.108,479.464,478.401,428.037,423.070,455.906
29,616.096,622.076,623.950,607.483,602.452,547.941,580.842,573.999,565.095,562.018,572.540,566.051,493.457,486.057,497.104
30,670.140,710.152,656.897,651.859,678.507,609.813,658.007,652.324,667.064,583.413,654.329,632.804,599.829,552.290,557.652
31,747.292,734.664,727.875,761.652,761.688,666.762,729.910,701.455,716.393,632.251,637.496,655.222,649.007,602.405,592.168
32,802.276,788.877,761.233,755.963,757.636,709.590,745.162,730.974,710.343,691.013,714.925,690.575,660.080,625.301,649.357
33,801.388,793.750,794.494,795.596,779.396,719.379,764.216,747.937,775.823,658.279,727.812,718.757,686.835,668.180,639.068
34,825.017,816.722,753.616,772.522,804.274,702.096,743.033,787.024,778.680,682.978,727.659,714.190,737.833,676.730,655.572
35,809.181,810.862,772.058,783.744,780.066,718.113,761.697,740.785,811.283,709.257,732.694,707.436,689.064,659.756,667.695
36,753.764,743.052,765.853,730.735,773.882,697.063,733.596,738.592,719.559,719.887,706.551,710.970,709.029,663.875,719.176
37,765.647,738.694,721.655,731.737,776.290,659.666,708.332,735.309,749.690,680.303,705.293,700.609,679.934,638.758,662.616
38,715.182,740.785,732.122,777.394,703.174,681.494,710.647,712.325,726.413,658.845,689.957,682.678,638.498,618.348,648.985
39,698.956,727.459,690.079,701.453,699.952,626.663,682.797,672.413,683.036,647.639,659.399,631.469,620.165,605.191,615.489
40,711.673,695.192,684.663,659.026,701.200,630.237,644.427,668.693,681.025,606.496,634.382,620.819,613.885,600.125,606.339
41,643.988,666.008,638.755,648.704,651.251,610.644,624.557,637.516,618.661,581.797,631.646,651.641,574.235,592.549,588.822
42,621.077,647.495,635.068,639.157,626.392,564.711,621.811,602.289,596.640,571.392,595.808,582.928,599.295,565.891,544.217
43,612.693,597.784,604.014,576.158,608.921,562.430,597.076,592.439,599.053,537.147,566.017,569.841,581.010,562.472,554.762
44,586.911,580.188,579.370,574.969,573.808,555.574,570.910,564.488,546.565,513.517,541.241,513.509,540.920,511.610,522.204
