alt,pa0,pa5,pa10,pa15,pa20,pa25,pa30,pa35,pa40,pa45,pa50,pa55,pa60,pa65,pa70
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11,0.000,0.000,0.000,0.000,0.000,4.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12,1.212,1.505,1.749,12.575,4.796,33.104,0.519,0.000,0.000,0.000,9.892,0.000,0.386,0.000,1.509
13,33.176,13.508,43.692,29.959,34.165,34.481,14.618,22.426,13.935,9.241,26.255,0.506,2.878,0.000,4.869
14,144.413,128.781,133.672,130.427,61.166,53.365,85.286,68.651,72.013,60.959,76.259,41.414,17.855,3.997,13.082
15,405.543,316.917,295.261,299.193,230.917,200.190,149.224,144.556,141.021,167.390,125.639,152.859,72.716,36.894,54.473
16,804.994,788.730,641.936,758.003,589.241,608.648,453.824,492.633,527.637,361.435,332.129,304.578,207.447,177.538,167.953
17,1467.282,1657.127,1584.481,1457.272,1420.117,1293.625,1179.703,1247.643,1120.603,847.186,699.141,654.767,659.834,466.087,372.297
18,2940.144,3224.725,3105.793,2953.425,2960.418,2727.881,2354.632,2460.735,2060.191,1968.876,1679.285,1490.211,1299.424,1175.331,1022.391
19,5366.501,5076.239,5466.238,5084.230,4830.680,4707.443,4584.849,4382.810,3904.885,3418.092,3133.168,2748.052,2449.911,2325.098,1936.804
20,8833.013,8594.843,9072.885,8663.536,8365.902,8041.023,7441.114,7047.699,6523.982,6102.299,5396.610,4966.901,4387.959,3956.976,3528.877
21,13615.112,13578.914,13640.917,13072.518,12507.756,12379.541,11951.481,10872.797,10248.392,9929.273,8593.253,8041.454,7129.392,6486.392,6124.076
22,19070.429,19430.657,18973.446,18627.348,17745.580,17335.491,17203.943,15439.782,14938.168,14366.292,12909.327,12375.226,11048.391,10148.983,8971.012
23,25610.393,25564.772,25457.561,25022.392,24027.253,23629.372,23326.724,21344.923,20073.051,18940.255,17902.409,16957.627,15142.304,14338.385,12836.278
24,32138.395,32140.018,31942.685,31293.168,30849.118,29218.750,29280.487,27457.256,26185.482,24700.824,22877.227,21972.190,20003.930,18888.682,17487.887
25,38470.989,38858.083,38351.317,37585.735,36737.945,35848.354,34963.828,33000.374,32220.399,30438.218,28309.565,26581.961,24721.150,23276.114,21753.649
26,43857.432,44137.864,43906.928,42432.137,41961.713,41450.234,40337.056,38994.238,37741.450,35774.423,33598.262,31262.596,29080.478,28192.601,26478.398
27,48783.423,47837.866,48177.143,47474.404,46830.803,46092.201,45272.248,43444.122,41667.726,39757.606,37838.870,36099.554,32791.105,32525.982,30876.293
28,51179.785,51259.729,51407.014,50382.367,49488.851,48819.961,47938.645,46479.187,44679.217,43936.435,40781.639,39329.275,36610.445,35851.396,33621.396
29,52477.565,53304.731,53606.196,52640.857,51500.521,51033.180,49746.169,48343.412,47747.503,45913.219,43463.390,42019.679,39550.731,38235.539,36251.915
30,53219.941,53174.584,53024.704,53364.174,52389.079,51465.503,51230.982,49447.949,49139.172,47632.563,44592.017,43575.884,40817.405,39760.514,37550.067
31,52954.927,53235.424,52816.611,52472.060,51786.405,51101.488,49664.289,49638.233,49220.427,47464.246,45572.666,44165.513,42204.811,40510.343,38594.851
32,51093.545,51687.497,52036.913,51916.106,51343.993,49697.538,49788.368,48926.992,48581.251,46937.798,44967.098,44062.378,41715.589,40571.251,39008.086
33,48535.200,49214.474,49060.746,48922.775,48685.311,48636.650,48025.329,47585.313,46532.206,45654.773,44030.298,43028.692,40742.300,40490.037,38588.722
34,46087.605,46617.975,46912.614,46147.500,45842.889,46326.281,45000.882,44476.915,44430.696,43826.255,42118.274,41022.723,39241.526,39141.959,37787.222
35,43417.577,44263.523,43876.859,43809.834,42943.049,43047.760,42738.980,42505.732,41542.117,41451.411,40466.192,39438.595,38321.543,38160.815,36111.480
36,41182.272,40782.266,40906.998,40787.241,40738.347,40331.520,40255.434,39609.714,39984.498,39464.422,38424.440,37566.081,36393.670,36331.705,34585.315
37,37448.644,37682.008,38341.423,38040.269,37600.757,37044.889,37552.006,37181.853,37434.768,37221.110,35989.034,35027.278,34673.327,34323.686,33573.237
38,34762.374,34606.066,34996.131,35026.391,35049.014,34896.954,34985.707,34713.931,34503.269,35091.745,33441.786,33208.765,32623.236,32895.917,31627.005
