alt,pa0,pa5,pa10,pa15,pa20,pa25,pa30,pa35,pa40,pa45,pa50,pa55,pa60,pa65,pa70
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11,0.000,0.000,0.000,0.000,0.000,63.836,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12,0.000,0.000,0.000,0.000,0.000,57.077,0.000,58.141,0.000,60.287,0.000,0.000,0.000,0.000,0.000
13,129.437,621.302,74.076,986.399,74.270,447.990,0.000,77.159,0.000,0.000,61.404,0.000,222.734,0.000,0.000
14,222.485,678.982,1191.809,626.084,155.253,227.243,1985.946,154.319,1080.335,693.490,773.954,0.000,88.844,0.000,98.381
15,1663.499,1896.127,1510.598,3232.818,2278.135,1267.932,1186.982,2262.738,2451.790,1754.086,925.404,1683.924,681.230,870.549,839.546
16,5744.221,6642.092,5957.979,6584.526,6693.042,7853.279,5148.279,6461.205,6291.491,6477.754,3180.832,4428.988,3481.537,3390.842,2275.813
17,16705.169,16416.986,15136.049,14198.881,17244.101,14520.114,12805.639,16375.614,11744.675,12056.292,12678.575,11639.486,9859.859,9780.476,12506.677
18,42051.332,41231.555,40477.831,44361.704,32620.598,37964.051,38592.580,38585.421,30012.105,31964.879,35390.064,27910.921,23220.377,22264.867,30551.448
19,88455.507,89222.987,89225.423,90886.390,78698.729,80571.817,76758.395,81874.707,80656.337,67726.415,70137.886,68050.156,51874.254,49516.225,50155.644
20,160874.877,161439.622,164855.226,164007.236,151910.159,153011.536,150988.943,148641.165,124610.912,132052.465,121086.208,122544.268,122706.079,102994.502,106855.065
21,277220.663,274114.876,287239.213,270433.781,285042.648,260070.002,248667.141,234419.226,228189.146,226985.713,205712.189,194322.099,187916.039,196591.173,176974.619
22,429240.319,401234.275,447462.198,417923.842,409761.565,403956.926,386585.832,394374.144,388911.281,380521.050,339037.573,321349.800,320571.546,304897.414,280226.837
23,629892.984,623006.917,602158.553,606460.128,584188.468,573413.710,560363.270,564620.909,535452.242,538943.166,508160.857,482313.085,471492.962,464727.618,455108.522
24,811278.281,771287.368,797779.386,789498.619,814274.652,758651.116,725253.280,717763.098,730289.099,726867.028,698280.463,648835.229,627410.836,641620.196,614432.017
25,941891.244,969725.859,977295.475,991622.098,969641.507,1002020.212,931854.498,935926.776,922562.628,893130.790,837693.589,824521.774,823493.180,788070.554,779725.556
26,1191192.348,1210907.635,1205850.602,1165020.108,1188912.994,1137432.441,1173521.910,1134437.115,1090885.629,1064318.797,1040482.303,1009233.888,962586.041,960948.911,947801.983
27,1346455.096,1313534.350,1341893.413,1347650.060,1357735.732,1320270.009,1281391.228,1306194.178,1258690.503,1233210.265,1198801.188,1126374.400,1092362.152,1108767.565,1059115.439
28,1510932.264,1488978.289,1494134.817,1444840.422,1433436.708,1422377.396,1412470.456,1409267.316,1404807.857,1349178.453,1323225.105,1277932.205,1198230.471,1276419.935,1195808.933
29,1572267.116,1532775.455,1582763.414,1590516.447,1526775.773,1533267.498,1495450.643,1504898.966,1456547.148,1396155.930,1399711.815,1363674.476,1317993.328,1316444.375,1303831.429
30,1609019.832,1611659.075,1595294.333,1614642.465,1630669.049,1529878.816,1569251.759,1536543.629,1535044.542,1444281.676,1449952.743,1409608.312,1360518.283,1339583.344,1330093.997
31,1640823.175,1624187.342,1628115.889,1615757.875,1655042.670,1620557.365,1573083.866,1568380.013,1514323.146,1477496.155,1487340.070,1416048.833,1395558.473,1390736.855,1373012.145
32,1609880.837,1617147.229,1622331.603,1587899.872,1624980.770,1584457.523,1552195.847,1575770.087,1567830.128,1516942.648,1464548.427,1475109.341,1346518.908,1423324.629,1398991.627
33,1620091.589,1556057.028,1585361.751,1615401.996,1568696.663,1570537.223,1528009.897,1519665.327,1512075.101,1562239.045,1471995.589,1431175.516,1414204.574,1332041.914,1397691.921
34,1576730.688,1556217.414,1582860.889,1611004.233,1554846.291,1566569.239,1561844.784,1500292.790,1499907.549,1437043.605,1457054.854,1345169.662,1393398.567,1368708.631,1304075.696
35,1522287.451,1583573.187,1551341.259,1514861.548,1528289.975,1509041.437,1540732.175,1457223.449,1436083.864,1442844.218,1438826.060,1357794.707,1375697.984,1310891.177,1275798.015
36,1505346.377,1481014.993,1499342.660,1494691.644,1501918.476,1493691.845,1434319.739,1453022.686,1421999.581,1414335.841,1359000.937,1351594.242,1314460.785,1281135.724,1283586.110
